HSISID,SCORE,TYPE,INSPECTOR,date,RESTAURANTOPENDATE
04092018127,99,Inspection,Loc Nguyen,2019-11-21,2019-07-15
04092018127,98.5,Inspection,Loc Nguyen,2020-02-26,2019-07-15
04092017760,93,Inspection,James Smith,2018-01-29,2017-12-28
04092017760,91.5,Inspection,Andrea Anover,2018-07-24,2017-12-28
04092017760,95,Inspection,Christy Klaus,2019-03-11,2017-12-28
04092017760,95,Inspection,Christy Klaus,2019-07-05,2017-12-28
04092017760,96,Inspection,Greta Welch,2020-03-17,2017-12-28
04092017760,95.5,Inspection,Loc Nguyen,2020-10-08,2017-12-28
04092015765,93.5,Inspection,Naterra McQueen,2012-11-20,2011-07-07
04092015765,95,Inspection,Christopher Walker,2013-11-25,2011-07-07
04092015765,92.5,Inspection,Christopher Walker,2014-08-06,2011-07-07
04092015765,93.5,Inspection,Dimitri Parker,2015-06-01,2011-07-07
04092015765,93,Inspection,Christopher Walker,2016-06-08,2011-07-07
04092015765,93,Inspection,Pamela Scott,2017-01-17,2011-07-07
04092015765,95.5,Inspection,Pamela Scott,2017-08-07,2011-07-07
04092015765,97,Inspection,Daryl Beasley,2018-04-17,2011-07-07
04092015765,97,Inspection,Melodee Johnson,2018-10-29,2011-07-07
04092015765,96.5,Inspection,Melodee Johnson,2019-06-21,2011-07-07
04092015765,95,Inspection,Melodee Johnson,2019-11-14,2011-07-07
04092015765,95.5,Inspection,Jason Dunn,2020-06-09,2011-07-07
04092018103,92.5,Inspection,Lisa McCoy,2019-06-12,2019-05-24
04092018103,98.5,Inspection,Nicole Bailey,2019-09-12,2019-05-24
04092018103,97,Inspection,Nicole Bailey,2019-12-12,2019-05-24
04092018103,97,Inspection,Nicole Bailey,2020-03-04,2019-05-24
04092018103,97.5,Inspection,Nicole Bailey,2020-06-02,2019-05-24
04092018103,95,Inspection,Christy Klaus,2020-10-02,2019-05-24
04092017850,97.5,Inspection,Thomas Jumalon,2018-08-15,2018-05-21
04092017850,95,Inspection,Thomas Jumalon,2018-10-29,2018-05-21
04092017850,98.5,Inspection,Ginger Johnson,2019-03-28,2018-05-21
04092017850,98,Inspection,Ginger Johnson,2019-08-06,2018-05-21
04092017850,97.5,Inspection,Ginger Johnson,2020-01-24,2018-05-21
04092017850,99.5,Inspection,John Wulffert,2020-08-13,2018-05-21
04092016517,94.5,Inspection,Christopher Walker,2013-12-05,2013-10-03
04092016517,94.5,Inspection,Christopher Walker,2014-08-01,2013-10-03
04092016517,94,Inspection,Dimitri Parker,2015-06-24,2013-10-03
04092016517,95.5,Inspection,Daryl Beasley,2016-01-04,2013-10-03
04092016517,93.5,Inspection,Pamela Scott,2016-12-15,2013-10-03
04092016517,98,Inspection,Pamela Scott,2017-05-30,2013-10-03
04092016517,95.5,Inspection,Daryl Beasley,2018-02-12,2013-10-03
04092016517,94.5,Inspection,Lauren Harden,2018-11-06,2013-10-03
04092016517,96,Inspection,Lauren Harden,2019-04-10,2013-10-03
04092016517,95,Inspection,Daryl Beasley,2019-11-18,2013-10-03
04092016517,97.5,Inspection,Jason Dunn,2020-05-01,2013-10-03
04092016969,91.5,Inspection,Thomas Jumalon,2015-09-23,2015-07-07
04092016969,90,Inspection,Thomas Jumalon,2016-03-31,2015-07-07
04092016969,90,Inspection,Ginger Johnson,2016-08-09,2015-07-07
04092016969,84,Inspection,Ginger Johnson,2017-01-20,2015-07-07
04092016969,96,Re-Inspection,Ginger Johnson,2017-03-16,2015-07-07
04092016969,92,Inspection,Angela Jacobs,2017-08-23,2015-07-07
04092016969,91,Inspection,Angela Jacobs,2018-01-09,2015-07-07
04092016969,90.5,Inspection,Angela Jacobs,2018-05-03,2015-07-07
04092016969,96,Inspection,Angela Jacobs,2018-09-19,2015-07-07
04092016969,95,Inspection,Angela Jacobs,2019-01-10,2015-07-07
04092016969,95,Inspection,John Wulffert,2019-07-18,2015-07-07
04092016969,94.5,Inspection,John Wulffert,2020-01-22,2015-07-07
04092016969,97.5,Inspection,John Wulffert,2020-04-30,2015-07-07
04092016969,94,Inspection,Laura McNeill,2020-08-27,2015-07-07
04092015246,96.5,Inspection,Jennifer Edwards,2013-02-28,2008-10-03
04092015246,96,Inspection,David Adcock,2013-10-28,2008-10-03
04092015246,93,Inspection,David Adcock,2014-04-24,2008-10-03
04092015246,90.5,Inspection,David Adcock,2014-11-24,2008-10-03
04092015246,91,Inspection,Laura McNeill,2015-07-27,2008-10-03
04092015246,88,Inspection,Laura McNeill,2016-04-28,2008-10-03
04092015246,96.5,Inspection,Caroline Suggs,2016-10-20,2008-10-03
04092015246,97.5,Inspection,Shakera Robbins,2017-08-03,2008-10-03
04092015246,98.5,Inspection,Shakera Robbins,2018-06-20,2008-10-03
04092015246,93.5,Inspection,Patricia Sabby,2019-04-18,2008-10-03
04092015246,90.5,Inspection,Joanne Rutkofske,2019-10-29,2008-10-03
04092015246,91,Inspection,Joanne Rutkofske,2020-03-31,2008-10-03
04092015246,90,Inspection,Joanne Rutkofske,2020-08-11,2008-10-03
04092017777,99,Inspection,Angela Myers,2018-02-20,2018-01-08
04092017777,94,Inspection,Angela Myers,2018-06-27,2018-01-08
04092017777,95.5,Inspection,Maria Powell,2018-11-06,2018-01-08
04092017777,96,Inspection,Maria Powell,2019-04-08,2018-01-08
04092017777,93,Inspection,Angela Myers,2019-12-17,2018-01-08
04092017777,98.5,Inspection,Angela Myers,2020-04-17,2018-01-08
04092017777,96.5,Inspection,Angela Myers,2020-07-23,2018-01-08
04092017776,96.5,Inspection,Angela Myers,2018-01-31,2018-01-12
04092017776,99,Inspection,Maria Powell,2018-08-14,2018-01-12
04092017776,98.5,Inspection,Maria Powell,2019-03-19,2018-01-12
04092017776,97,Inspection,Angela Myers,2020-01-29,2018-01-12
04092017776,98.5,Inspection,Angela Myers,2020-09-01,2018-01-12
04092016329,99,Inspection,James Smith,2013-02-26,2013-01-20
04092016329,96.5,Inspection,Angela Myers,2013-10-23,2013-01-20
04092016329,93.5,Inspection,Angela Myers,2014-12-05,2013-01-20
04092016329,96.5,Inspection,Angela Myers,2014-05-06,2013-01-20
04092016329,91,Inspection,Angela Myers,2015-05-07,2013-01-20
04092016329,92.5,Inspection,Angela Myers,2015-10-26,2013-01-20
04092016329,92.5,Inspection,Angela Myers,2016-06-09,2013-01-20
04092016329,97.5,Inspection,Jessica Andrews,2017-06-29,2013-01-20
04092016329,98.5,Inspection,Jessica Andrews,2018-06-27,2013-01-20
04092016329,98.5,Inspection,Brittny Thomas,2019-03-29,2013-01-20
04092016329,98.5,Inspection,Ursula Gadomski,2020-01-24,2013-01-20
04092017775,97.5,Inspection,Joshua Volkan,2018-05-08,2018-01-10
04092017775,97,Inspection,Joshua Volkan,2018-10-12,2018-01-10
04092017775,97,Inspection,Joshua Volkan,2019-04-11,2018-01-10
04092017775,98,Inspection,Sarah Thompson,2019-10-17,2018-01-10
04092017775,98,Inspection,Sarah Thompson,2020-04-21,2018-01-10
04092017775,98,Inspection,Loc Nguyen,2020-10-09,2018-01-10
04092015885,97.5,Inspection,Christy Klaus,2013-02-07,2011-01-12
04092015885,97,Inspection,Jason Dunn,2013-10-29,2011-01-12
04092015885,95,Inspection,Christy Klaus,2014-06-07,2011-01-12
04092015885,92,Inspection,Jason Dunn,2014-12-31,2011-01-12
04092015885,97.5,Inspection,Jason Dunn,2015-06-05,2011-01-12
04092015885,96,Inspection,Laura McNeill,2015-11-16,2011-01-12
04092015885,99,Inspection,Laura McNeill,2016-05-11,2011-01-12
04092015885,98.5,Inspection,Naterra McQueen,2016-12-22,2011-01-12
04092015885,98,Inspection,Naterra McQueen,2017-06-21,2011-01-12
04092015885,96,Inspection,Laura McNeill,2017-11-29,2011-01-12
04092015885,97,Inspection,Laura McNeill,2018-04-02,2011-01-12
04092015885,98,Inspection,Jason Dunn,2018-08-30,2011-01-12
04092015885,96,Inspection,Joanne Rutkofske,2019-01-28,2011-01-12
04092015885,91.5,Inspection,Joanne Rutkofske,2019-04-17,2011-01-12
04092015885,96,Inspection,Jackson Hooton,2019-09-09,2011-01-12
04092015885,96,Inspection,Jackson Hooton,2019-12-30,2011-01-12
04092015885,95.5,Inspection,Jackson Hooton,2020-03-12,2011-01-12
04092015885,96.5,Inspection,Jackson Hooton,2020-08-31,2011-01-12
04092015882,92,Inspection,Melissa Harrison,2013-03-08,2011-02-01
04092015882,90,Inspection,Melissa Harrison,2013-09-20,2011-02-01
04092015882,81,Inspection,Melissa Harrison,2014-03-17,2011-02-01
04092015882,92.5,Inspection,Laura McNeill,2015-01-13,2011-02-01
04092015882,92.5,Inspection,Laura McNeill,2015-04-13,2011-02-01
04092015882,94,Inspection,Dimitri Parker,2015-09-16,2011-02-01
04092015882,92.5,Inspection,Dimitri Parker,2016-02-01,2011-02-01
04092015882,88,Inspection,Lucy Schrum,2016-09-30,2011-02-01
04092015882,92.5,Re-Inspection,Lucy Schrum,2016-10-18,2011-02-01
04092015882,94.5,Inspection,Lucy Schrum,2017-06-08,2011-02-01
04092015882,94,Inspection,Lucy Schrum,2017-10-09,2011-02-01
04092015882,92,Inspection,Lucy Schrum,2018-02-26,2011-02-01
04092015882,94,Inspection,Lucy Schrum,2018-06-21,2011-02-01
04092015882,95.5,Inspection,Lucy Schrum,2018-12-17,2011-02-01
04092015882,91.5,Inspection,Lucy Schrum,2019-05-02,2011-02-01
04092015882,93.5,Inspection,Patricia Sabby,2019-12-10,2011-02-01
04092015882,94,Inspection,Patricia Sabby,2020-02-25,2011-02-01
04092015882,94,Inspection,Patricia Sabby,2020-05-13,2011-02-01
04092015882,96,Inspection,Dipatrimarki Farkas,2020-10-09,2011-02-01
04092016654,93.5,Inspection,Lucy Schrum,2014-06-03,2014-03-26
04092016654,94.5,Inspection,Lucy Schrum,2014-10-07,2014-03-26
04092016654,92,Inspection,Lucy Schrum,2015-05-12,2014-03-26
04092016654,95.5,Inspection,James Smith,2015-12-17,2014-03-26
04092016654,96,Inspection,Karla Crowder,2016-07-20,2014-03-26
04092016654,94.5,Inspection,Karla Crowder,2017-01-18,2014-03-26
04092016654,93.5,Inspection,Karla Crowder,2017-05-24,2014-03-26
04092016654,90,Inspection,Karla Crowder,2017-09-22,2014-03-26
04092016654,94,Inspection,Karla Crowder,2017-10-30,2014-03-26
04092016654,96.5,Inspection,John Wulffert,2018-05-09,2014-03-26
04092016654,96.5,Inspection,Joshua Volkan,2018-08-23,2014-03-26
04092016654,96.5,Inspection,Joshua Volkan,2018-12-19,2014-03-26
04092016654,95.5,Inspection,Joshua Volkan,2019-03-12,2014-03-26
04092016654,96.5,Inspection,Sarah Thompson,2019-08-21,2014-03-26
04092016654,97.5,Inspection,Sarah Thompson,2020-03-04,2014-03-26
04092016654,90,Inspection,Maria Powell,2020-08-18,2014-03-26
04092016770,97,Inspection,Lisa McCoy,2014-10-09,2014-10-02
04092016770,96.5,Inspection,Lisa McCoy,2015-02-12,2014-10-02
04092016770,93.5,Inspection,Jennifer Edwards,2015-07-22,2014-10-02
04092016770,93,Inspection,Jennifer Edwards,2016-03-14,2014-10-02
04092016770,90,Inspection,Laura McNeill,2016-08-11,2014-10-02
04092016770,90,Inspection,Laura McNeill,2017-01-10,2014-10-02
04092016770,93,Inspection,Caroline Suggs,2017-09-08,2014-10-02
04092016770,97,Inspection,Caroline Suggs,2018-03-28,2014-10-02
04092016770,94,Inspection,Laura McNeill,2018-09-13,2014-10-02
04092016770,95.5,Inspection,Nicole Bailey,2019-02-19,2014-10-02
04092016770,95.5,Inspection,Nicole Bailey,2019-05-01,2014-10-02
04092016770,96.5,Inspection,Nicole Bailey,2019-08-16,2014-10-02
04092016770,97,Inspection,Nicole Bailey,2019-11-20,2014-10-02
04092016770,96.5,Inspection,Nicole Bailey,2020-02-13,2014-10-02
04092016770,98,Inspection,Nicole Bailey,2020-05-04,2014-10-02
04092016770,98,Inspection,Nicole Bailey,2020-07-31,2014-10-02
04092015124,96.5,Inspection,Jennifer Edwards,2012-11-13,2008-05-02
04092015124,95.5,Inspection,David Adcock,2013-09-06,2008-05-02
04092015124,94,Inspection,Jennifer Edwards,2013-06-04,2008-05-02
04092015124,97,Inspection,David Adcock,2013-12-31,2008-05-02
04092015124,96.5,Inspection,David Adcock,2014-04-01,2008-05-02
04092015124,98.5,Inspection,David Adcock,2014-10-02,2008-05-02
04092015124,94,Inspection,David Adcock,2015-02-02,2008-05-02
04092015124,96,Inspection,David Adcock,2015-06-08,2008-05-02
04092015124,96.5,Inspection,David Adcock,2015-09-21,2008-05-02
04092015124,99,Inspection,David Adcock,2016-01-12,2008-05-02
04092015124,99,Inspection,David Adcock,2016-04-19,2008-05-02
04092015124,95.5,Inspection,Laura McNeill,2016-09-19,2008-05-02
04092015124,94.5,Inspection,Laura McNeill,2017-03-03,2008-05-02
04092015124,94,Inspection,Caroline Suggs,2017-08-23,2008-05-02
04092015124,96.5,Inspection,Caroline Suggs,2018-01-25,2008-05-02
04092015124,97,Inspection,Caroline Suggs,2018-09-27,2008-05-02
04092015124,96,Inspection,Caroline Suggs,2019-03-25,2008-05-02
04092015124,95,Inspection,Sarah Thompson,2019-07-25,2008-05-02
04092015124,96,Inspection,Sarah Thompson,2019-11-19,2008-05-02
04092015124,95.5,Inspection,Sarah Thompson,2020-02-04,2008-05-02
04092015124,95.5,Inspection,Sarah Thompson,2020-04-28,2008-05-02
04092015124,96.5,Inspection,Sarah Thompson,2020-09-29,2008-05-02
04092015607,97,Inspection,Christopher Walker,2013-08-14,2010-04-09
04092015607,97.5,Inspection,Christopher Walker,2014-03-18,2010-04-09
04092015607,98,Inspection,Naterra McQueen,2013-03-21,2010-04-09
04092015607,98.5,Inspection,Christopher Walker,2014-09-18,2010-04-09
04092015607,97.5,Inspection,Christopher Walker,2015-03-30,2010-04-09
04092015607,97,Inspection,Christopher Walker,2015-09-23,2010-04-09
04092015607,97,Inspection,Christopher Walker,2016-03-16,2010-04-09
04092015607,97.5,Inspection,Daryl Beasley,2016-09-23,2010-04-09
04092015607,98.5,Inspection,Daryl Beasley,2017-03-29,2010-04-09
04092015607,97,Inspection,Daryl Beasley,2017-09-25,2010-04-09
04092015607,97.5,Inspection,Maria Powell,2018-02-22,2010-04-09
04092015607,96,Inspection,Lauren Harden,2018-05-01,2010-04-09
04092015607,96,Inspection,Lauren Harden,2018-08-14,2010-04-09
04092015607,96,Inspection,Lauren Harden,2018-11-06,2010-04-09
04092015607,96,Inspection,Lauren Harden,2019-03-06,2010-04-09
04092015607,95,Inspection,Lauren Harden,2019-07-08,2010-04-09
04092015607,97,Inspection,Lauren Harden,2019-12-13,2010-04-09
04092015607,97.5,Inspection,Lauren Harden,2020-04-14,2010-04-09
04092016520,96.5,Inspection,Ashley Whittington,2014-04-22,2013-10-04
04092016520,93.5,Inspection,Christopher Walker,2015-01-09,2013-10-04
04092016520,93,Inspection,Christopher Walker,2015-08-10,2013-10-04
04092016520,92.5,Inspection,Christopher Walker,2016-05-16,2013-10-04
04092016520,96,Inspection,Pamela Scott,2016-12-19,2013-10-04
04092016520,99,Inspection,Pamela Scott,2017-06-01,2013-10-04
04092016520,97,Inspection,Pamela Scott,2017-10-23,2013-10-04
04092016520,95,Inspection,Melodee Johnson,2018-08-02,2013-10-04
04092016520,95.5,Inspection,Melodee Johnson,2019-03-28,2013-10-04
04092016520,95,Inspection,Daryl Beasley,2019-11-20,2013-10-04
04092016520,96,Inspection,Jason Dunn,2020-04-28,2013-10-04
04092017158,98,Inspection,James Smith,2016-04-06,2016-02-26
04092017158,93,Inspection,Pamela Scott,2017-01-18,2016-02-26
04092017158,96,Re-Inspection,Pamela Scott,2017-05-22,2016-02-26
04092017158,95,Inspection,Pamela Scott,2017-12-07,2016-02-26
04092017158,96.5,Inspection,Melodee Johnson,2018-08-21,2016-02-26
04092017158,94.5,Inspection,Melodee Johnson,2019-02-04,2016-02-26
04092017158,90,Inspection,Lauren Harden,2019-10-11,2016-02-26
04092017158,96,Inspection,Lauren Harden,2020-04-16,2016-02-26
04092017647,96.5,Inspection,James Smith,2017-11-17,2017-07-27
04092017647,96.5,Inspection,James Smith,2018-04-18,2017-07-27
04092017647,98.5,Inspection,Joshua Volkan,2018-08-16,2017-07-27
04092017647,96,Inspection,Joshua Volkan,2018-12-05,2017-07-27
04092017647,96.5,Inspection,Joshua Volkan,2019-03-06,2017-07-27
04092017647,97.5,Inspection,John Wulffert,2019-08-15,2017-07-27
04092017647,98.5,Inspection,Karla Crowder,2020-04-02,2017-07-27
04092018211,98.5,Inspection,John Wulffert,2019-11-26,2019-10-30
04092018211,99,Inspection,John Wulffert,2020-03-03,2019-10-30
04092018211,99,Inspection,John Wulffert,2020-08-06,2019-10-30
04092018369,97,Inspection,Jackson Hooton,2020-07-08,2020-06-11
04092017022,98,Inspection,Laura McNeill,2015-10-26,2015-09-04
04092017022,98.5,Inspection,Laura McNeill,2016-04-21,2015-09-04
04092017022,98.5,Inspection,Caroline Suggs,2016-10-28,2015-09-04
04092017022,99,Inspection,Caroline Suggs,2017-01-31,2015-09-04
04092017022,99,Inspection,Shakera Robbins,2017-08-30,2015-09-04
04092017022,98,Inspection,Shakera Robbins,2018-02-22,2015-09-04
04092017022,99.5,Inspection,Melodee Johnson,2018-09-06,2015-09-04
04092017022,98,Inspection,Marion Wearing,2019-03-21,2015-09-04
04092017022,99,Inspection,Patricia Sabby,2019-06-26,2015-09-04
04092017022,97,Inspection,Joanne Rutkofske,2019-09-27,2015-09-04
04092017022,96.5,Inspection,Joanne Rutkofske,2020-02-28,2015-09-04
04092017022,99.5,Inspection,Joanne Rutkofske,2020-08-24,2015-09-04
04092015886,98.5,Inspection,Christopher Walker,2013-02-25,2011-01-24
04092015886,97,Inspection,Naterra McQueen,2013-12-03,2011-01-24
04092015886,98.5,Inspection,Naterra McQueen,2014-07-17,2011-01-24
04092015886,98,Inspection,Naterra McQueen,2015-05-04,2011-01-24
04092015886,99,Inspection,Naterra McQueen,2015-11-17,2011-01-24
04092015886,98,Inspection,Naterra McQueen,2016-05-24,2011-01-24
04092015886,97.5,Inspection,Dimitri Parker,2016-09-14,2011-01-24
04092015886,98,Inspection,Dimitri Parker,2017-01-30,2011-01-24
04092015886,94.5,Inspection,Dimitri Parker,2017-07-07,2011-01-24
04092015886,95,Inspection,Kaitlyn Yow,2018-04-13,2011-01-24
04092015886,94.5,Inspection,Kaitlyn Yow,2018-08-22,2011-01-24
04092015886,90,Inspection,Kaitlyn Yow,2019-06-17,2011-01-24
04092015886,96,Inspection,Christy Klaus,2019-11-08,2011-01-24
04092015886,94,Inspection,Christy Klaus,2020-03-24,2011-01-24
04092015886,96,Inspection,Christy Klaus,2020-07-06,2011-01-24
04092017018,97,Inspection,Karla Crowder,2015-10-02,2015-09-01
04092017018,98.5,Inspection,Karla Crowder,2016-03-30,2015-09-01
04092017018,99,Inspection,David Adcock,2016-07-29,2015-09-01
04092017018,99,Inspection,David Adcock,2016-11-15,2015-09-01
04092017018,97.5,Inspection,David Adcock,2017-03-22,2015-09-01
04092017018,98.5,Inspection,David Adcock,2017-07-14,2015-09-01
04092017018,99,Inspection,David Adcock,2017-11-14,2015-09-01
04092017018,97,Inspection,David Adcock,2018-03-08,2015-09-01
04092017018,98,Inspection,David Adcock,2018-06-05,2015-09-01
04092017018,99.5,Inspection,John Wulffert,2018-09-19,2015-09-01
04092017018,99.5,Inspection,John Wulffert,2018-12-27,2015-09-01
04092017018,99,Inspection,John Wulffert,2019-03-18,2015-09-01
04092017018,99,Inspection,John Wulffert,2019-06-07,2015-09-01
04092017018,96.5,Inspection,Ginger Johnson,2019-08-27,2015-09-01
04092017018,98.5,Inspection,Ginger Johnson,2019-10-22,2015-09-01
04092017018,98.5,Inspection,Ginger Johnson,2020-04-07,2015-09-01
04092017018,99.5,Inspection,Ginger Johnson,2020-10-01,2015-09-01
04092017017,98.5,Inspection,Pamela Scott,2015-10-26,2015-09-04
04092017017,97.5,Inspection,Pamela Scott,2016-05-20,2015-09-04
04092017017,96.5,Inspection,Pamela Scott,2016-11-17,2015-09-04
04092017017,99.5,Inspection,Pamela Scott,2017-04-24,2015-09-04
04092017017,98.5,Inspection,Pamela Scott,2017-07-21,2015-09-04
04092017017,98.5,Inspection,Pamela Scott,2017-12-22,2015-09-04
04092017017,96.5,Inspection,Pamela Scott,2018-02-14,2015-09-04
04092017017,98.5,Inspection,Melodee Johnson,2018-08-15,2015-09-04
04092017017,97.5,Inspection,Melodee Johnson,2018-12-05,2015-09-04
04092017017,95,Inspection,Melodee Johnson,2019-03-21,2015-09-04
04092017017,98,Inspection,Melodee Johnson,2019-05-13,2015-09-04
04092017017,96,Inspection,Melodee Johnson,2019-09-09,2015-09-04
04092017017,96.5,Inspection,Ursula Gadomski,2020-03-04,2015-09-04
04092017017,96,Inspection,Ursula Gadomski,2020-06-22,2015-09-04
04092017017,96.5,Inspection,Ursula Gadomski,2020-10-02,2015-09-04
04092017016,97,Inspection,Caroline Suggs,2015-11-03,2015-09-03
04092017016,97.5,Inspection,Caroline Suggs,2016-05-27,2015-09-03
04092017016,94,Inspection,Anne-Kathrin Bartoli,2017-05-17,2015-09-03
04092017016,93,Inspection,Maria Powell,2018-03-05,2015-09-03
04092017016,93,Inspection,Laura McNeill,2018-09-17,2015-09-03
04092017016,97,Inspection,Laura McNeill,2019-04-29,2015-09-03
04092017016,94.5,Inspection,Naterra McQueen,2020-03-02,2015-09-03
04092017016,94,Inspection,Christy Klaus,2020-09-30,2015-09-03
04092016874,96,Inspection,Angela Myers,2015-03-06,2015-02-11
04092016874,96,Inspection,Angela Myers,2015-09-30,2015-02-11
04092016874,94,Inspection,Angela Myers,2016-04-01,2015-02-11
04092016874,91.5,Inspection,Jessica Andrews,2017-05-08,2015-02-11
04092016874,97.5,Inspection,Jessica Andrews,2018-05-18,2015-02-11
04092016874,94,Inspection,James Smith,2019-04-05,2015-02-11
04092016874,92.5,Inspection,James Smith,2019-07-30,2015-02-11
04092016874,95.5,Inspection,Ursula Gadomski,2020-05-26,2015-02-11
04092017519,98,Inspection,Caroline Suggs,2017-03-09,2017-01-27
04092017519,97,Inspection,Shakera Robbins,2017-10-13,2017-01-27
04092017519,97.5,Inspection,Shakera Robbins,2018-03-21,2017-01-27
04092017519,96.5,Inspection,Brittny Thomas,2018-10-25,2017-01-27
04092017519,98,Inspection,Sarah Thompson,2019-02-19,2017-01-27
04092017519,98.5,Inspection,Meghan Scott,2019-07-22,2017-01-27
04092017519,98,Inspection,Meghan Scott,2020-01-23,2017-01-27
04092017519,96,Inspection,Christy Klaus,2020-06-25,2017-01-27
04092017518,92.5,Inspection,Dimitri Parker,2017-02-23,2017-01-26
04092017518,94.5,Inspection,Dimitri Parker,2017-06-30,2017-01-26
04092017518,91,Inspection,Kaitlyn Yow,2018-05-22,2017-01-26
04092017518,88.5,Inspection,Kaitlyn Yow,2018-12-20,2017-01-26
04092017518,87,Inspection,Kaitlyn Yow,2019-06-25,2017-01-26
04092017518,90,Re-Inspection,Kaitlyn Yow,2019-07-11,2017-01-26
04092017518,90,Inspection,Christy Klaus,2020-01-21,2017-01-26
04092017518,90,Inspection,Christy Klaus,2020-04-27,2017-01-26
04092017518,90,Inspection,Lauren Harden,2020-08-04,2017-01-26
04092017517,99.5,Inspection,Marion Wearing,2017-03-07,2017-01-31
04092017517,94.5,Inspection,Andrea Anover,2017-12-06,2017-01-31
04092017517,90.5,Inspection,Andrea Anover,2018-05-07,2017-01-31
04092017517,96,Inspection,Andrea Anover,2018-07-07,2017-01-31
04092017517,99,Inspection,Christy Klaus,2019-03-07,2017-01-31
04092017517,98,Inspection,Greta Welch,2019-12-31,2017-01-31
04092017517,99,Inspection,Greta Welch,2020-05-11,2017-01-31
04092017517,97.5,Inspection,Loc Nguyen,2020-09-29,2017-01-31
04092017516,97,Inspection,Pamela Scott,2017-02-20,2017-01-31
04092017516,99,Inspection,Pamela Scott,2017-06-26,2017-01-31
04092017516,97.5,Inspection,Pamela Scott,2017-11-13,2017-01-31
04092017516,98.5,Inspection,Melodee Johnson,2018-08-08,2017-01-31
04092017516,97,Inspection,Melodee Johnson,2019-01-18,2017-01-31
04092017516,95.5,Inspection,Melodee Johnson,2019-07-02,2017-01-31
04092017516,97,Inspection,Melodee Johnson,2020-02-06,2017-01-31
04092017516,96.5,Inspection,Jackson Hooton,2020-06-05,2017-01-31
04092018347,99,Inspection,Patricia Sabby,2020-04-28,2020-04-13
04092018347,99,Inspection,Jackson Hooton,2020-09-03,2020-04-13
04092018215,97.5,Inspection,Joanne Rutkofske,2019-12-16,2019-11-04
04092018215,96,Inspection,Joanne Rutkofske,2020-04-16,2019-11-04
04092018215,96,Inspection,Joanne Rutkofske,2020-10-01,2019-11-04
04092017307,94,Inspection,James Smith,2016-12-30,2016-09-02
04092017307,90,Inspection,Lucy Schrum,2017-07-13,2016-09-02
04092017307,93,Inspection,Lucy Schrum,2018-08-14,2016-09-02
04092017307,90,Inspection,Lucy Schrum,2019-03-25,2016-09-02
04092017307,93.5,Inspection,Lauren Harden,2019-10-01,2016-09-02
04092017307,90,Inspection,Lauren Harden,2020-01-13,2016-09-02
04092017307,92,Inspection,Lauren Harden,2020-07-21,2016-09-02
04092014486,94.5,Inspection,Lisa McCoy,2013-09-19,2006-01-06
04092014486,95,Inspection,Christy Klaus,2014-02-11,2006-01-06
04092014486,96.5,Inspection,Christy Klaus,2014-07-18,2006-01-06
04092014486,94,Inspection,Christy Klaus,2015-01-14,2006-01-06
04092014486,93.5,Inspection,Christy Klaus,2015-06-09,2006-01-06
04092014486,96,Inspection,Christy Klaus,2015-11-05,2006-01-06
04092014486,97,Inspection,Christy Klaus,2016-04-21,2006-01-06
04092014486,96.5,Inspection,Christy Klaus,2016-10-17,2006-01-06
04092014486,95,Inspection,Christy Klaus,2017-08-31,2006-01-06
04092014486,95,Inspection,Daryl Beasley,2018-03-28,2006-01-06
04092014486,95,Inspection,Jordan Jernigan,2018-07-23,2006-01-06
04092014486,91,Inspection,Thomas Jumalon,2019-01-10,2006-01-06
04092014486,94,Inspection,Nicole Bailey,2019-04-24,2006-01-06
04092014486,98,Inspection,Karla Crowder,2019-10-09,2006-01-06
04092014486,98,Inspection,Zachary Carter,2020-07-28,2006-01-06
04092016233,97.5,Inspection,Ashley Whittington,2012-11-21,2012-08-03
04092016233,95,Inspection,Ashley Whittington,2013-03-14,2012-08-03
04092016233,96,Inspection,Naterra McQueen,2013-07-30,2012-08-03
04092016233,96.5,Inspection,Naterra McQueen,2014-02-25,2012-08-03
04092016233,91.5,Inspection,Naterra McQueen,2014-09-15,2012-08-03
04092016233,94.5,Inspection,Naterra McQueen,2015-01-28,2012-08-03
04092016233,96,Inspection,Naterra McQueen,2015-07-16,2012-08-03
04092016233,96.5,Inspection,Naterra McQueen,2016-01-21,2012-08-03
04092016233,96,Inspection,Naterra McQueen,2016-07-22,2012-08-03
04092016233,94.5,Inspection,Naterra McQueen,2017-01-13,2012-08-03
04092016233,94,Inspection,Naterra McQueen,2017-06-02,2012-08-03
04092016233,93,Inspection,Naterra McQueen,2017-11-03,2012-08-03
04092016233,94.5,Inspection,Naterra McQueen,2018-04-09,2012-08-03
04092016233,95,Inspection,Naterra McQueen,2018-09-19,2012-08-03
04092016233,92.5,Inspection,Naterra McQueen,2019-01-28,2012-08-03
04092016233,96.5,Inspection,Naterra McQueen,2019-06-17,2012-08-03
04092016233,90,Inspection,Lucy Schrum,2019-11-21,2012-08-03
04092016233,94,Inspection,Lucy Schrum,2020-04-03,2012-08-03
04092016233,95.5,Inspection,Naterra McQueen,2020-08-03,2012-08-03
04092018305,99.5,Inspection,Greta Welch,2020-02-26,2020-01-27
04092018305,98.5,Inspection,Greta Welch,2020-05-14,2020-01-27
